수집일자,상품번호,단계,오류
2026-09-10,A000000234985,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000263555,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000264081,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000262603,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000199182,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000150361,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000218845,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000203943,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000267258,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000231822,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000186409,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000263530,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000147779,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000263072,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000156111,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000231575,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000225217,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000138671,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000258877,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000264225,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
