카테고리,tier,b_1-10%,b_10-20%,b_20-30%,b_30-40%,b_40%+,N,price,cluster,type
메이크업,저가,-0.1868320232435308,-0.18222403990067892,-0.03199062426363829,-0.029583670849896066,,1045.0,10500.0,3,데스밸리형
메이크업,중가,0.0963387680358249,0.06939718121445887,0.05004853214647035,-0.01041173538909837,,1045.0,15900.0,2,포화형
메이크업,고가,-0.8799658897388325,-0.559559933714526,-0.25853269273403473,-0.36212166431884973,,1045.0,28050.0,0,무반응·역행형
바디케어,저가,-0.0850185567147408,-0.276678320754005,0.07533116744673657,-0.13605247003232923,-0.32389567959299975,902.0,8900.0,0,무반응·역행형
바디케어,중가,-0.17413310107207694,-0.32363541355739356,-0.5348731217115306,-0.24459143400234937,-0.7269726604951127,902.0,14900.0,0,무반응·역행형
바디케어,고가,-0.13807886001835734,-0.09331863648297657,0.09799024459602078,0.004010276032669503,-0.1462388195961738,902.0,21440.0,0,무반응·역행형
뷰티소품,저가,-0.30988972712056195,-0.3213757747701938,-0.1251590560165413,-0.9142345965016625,,1031.0,3000.0,0,무반응·역행형
뷰티소품,중가,-0.4719769906485514,-0.3785203010578777,-0.4947464393115336,-0.6323542671431513,,1031.0,8000.0,0,무반응·역행형
뷰티소품,고가,-0.19638331045378385,-0.0686635076620287,0.22523757399006994,0.7447365016998314,,1032.0,14000.0,1,가속형
선케어,저가,0.7017194692906122,0.7037601958991117,0.5649904004777044,0.6620992838447558,0.7420449835896075,1033.0,13900.0,1,가속형
선케어,중가,,-0.11329377449079152,-0.215089230890023,-0.09625134451013438,-0.27774238761929404,1033.0,20810.0,0,무반응·역행형
선케어,고가,0.14875962102886386,0.2886522217103018,0.25947851702539915,0.6328683148085676,0.2673233885902044,1034.0,27500.0,1,가속형
스킨케어,저가,-0.19253017179456453,,-0.09488955401340243,0.13150430500939925,0.26934011154929716,1047.0,20900.0,3,데스밸리형
스킨케어,중가,-1.0464138788925161,-0.735659779334608,-0.48864657186929117,-0.34218950750211125,-0.7375360433657817,1046.0,27500.0,0,무반응·역행형
스킨케어,고가,-0.4359140717242035,-0.29710636028857146,-0.20340553355623125,-0.060683849549257735,0.19879918794881596,1047.0,36900.0,3,데스밸리형
위생용품,저가,0.252795323178597,-0.04014793102327305,0.02832820545946007,0.3940720413810038,0.6279935081820427,1002.0,4800.0,1,가속형
위생용품,중가,0.23258141056969295,0.27308881334877366,0.4550390707532169,0.41887196620882555,0.8398155062548938,1002.0,8500.0,1,가속형
위생용품,고가,0.27289452659419344,0.34773077643198314,0.5655521127029346,0.7857428763791674,0.7913863800101218,1003.0,16900.0,1,가속형
취미/팬시,저가,0.22428365247621473,0.2476014679743389,0.8014730349924443,-0.21597565833120394,0.9987812556441207,916.0,11900.0,1,가속형
취미/팬시,중가,0.01900999567562116,0.13878115253347298,0.08678926204384096,0.05191226470579814,-0.03505731256918926,916.0,28800.0,2,포화형
취미/팬시,고가,0.006420698175050471,0.012300704742232329,0.02953345833746494,,,917.0,89000.0,1,가속형
클렌징,저가,-0.2610333427459054,-0.31447858627554337,-0.28939992883956145,-0.250722335860069,-0.05507534580852592,1044.0,14400.0,0,무반응·역행형
클렌징,중가,-0.03254726310118233,0.15949674175575598,0.30856590678163937,0.4801078028071662,-0.16257864698754618,1043.0,18900.0,1,가속형
클렌징,고가,0.1855595382865713,0.020707114477806654,-0.055927090371141006,-0.019352265622015308,-0.16204750793353034,1044.0,24500.0,2,포화형
패션,저가,-0.1900014000970053,0.03402443907614364,0.08778284804018165,0.757606995258512,0.6817632244353039,862.0,10900.0,1,가속형
패션,중가,0.2851987681293272,0.11087140829502293,0.7206352871302933,0.3831907635294459,0.4155197704033711,861.0,17900.0,1,가속형
패션,고가,-0.050935836900368854,-0.07241216302745541,0.21285506206684401,0.43467386062275515,,862.0,33000.0,1,가속형
푸드,저가,0.2971675237597095,0.48963765871906106,0.473052586208517,0.7666538360348003,0.35404424188859357,925.0,2430.0,1,가속형
푸드,중가,0.30961069714005784,-0.6081837933627554,0.01479563462791847,-0.9224078254513712,,924.0,4000.0,0,무반응·역행형
푸드,고가,0.1682396316305644,0.22820044310864626,0.031387764210367965,0.5631935467701923,1.0969152568004377,925.0,18100.0,1,가속형
향수/디퓨저,저가,-0.15410394600325913,-0.23905284607914343,-0.7287703328233657,-0.2918157502069656,-0.37889856831435287,826.0,12900.0,0,무반응·역행형
향수/디퓨저,중가,0.2834725217005284,0.1144064732861122,0.1537472663885711,-0.018122496104598877,-0.12800052597375586,826.0,35650.0,2,포화형
향수/디퓨저,고가,0.4905507068699783,0.20772150114331217,-0.15281406063774886,-0.1340861981882094,-0.001057079353440045,827.0,69900.0,2,포화형
헤어케어,저가,,0.09263745764993801,0.1971513618153302,0.30041840467909336,0.6703476475930954,989.0,13440.0,1,가속형
헤어케어,중가,-0.17995431725738426,0.188309917354909,0.34617163306412707,0.3398650056717401,0.5859167986096456,989.0,21900.0,1,가속형
헤어케어,고가,0.1770546103699147,0.1270158499876109,0.25625430980872427,0.3321355722094436,,990.0,33600.0,1,가속형
헬스/건강용품,저가,-0.024708156772069854,-0.05481790429897443,-0.3866441200193784,-0.20942055382813665,-0.675708629712417,955.0,6900.0,0,무반응·역행형
헬스/건강용품,중가,0.42088849045867854,0.5298037174401036,0.7361079713108669,0.8621915743178598,0.5341626044826083,954.0,12400.0,1,가속형
헬스/건강용품,고가,-0.10466326147286127,-0.24160002648811613,-0.06643284755983424,-0.014289074162715036,0.0511851218945141,955.0,39100.0,3,데스밸리형
홈리빙/가전,저가,-0.013254342123602051,-0.2101575346299778,-0.05000134672322687,0.10480584022088402,0.12306098929497991,679.0,11400.0,3,데스밸리형
홈리빙/가전,중가,0.14301388229250037,-0.0597606830006962,0.0011726266199850247,0.6200869204924108,0.8246388778581226,679.0,21510.0,1,가속형
홈리빙/가전,고가,0.08372637546314765,-0.11887983051713862,-0.21172326230111768,-0.05961110964576993,,680.0,59900.0,0,무반응·역행형
